epoch,loss,mse,val_loss,val_mse
0,0.04585345834493637,0.045853473246097565,0.06837642192840576,0.06837642937898636
1,0.015912868082523346,0.015912871807813644,0.017860781401395798,0.0178607776761055
2,0.014146214351058006,0.014146211557090282,0.014039350673556328,0.014039350673556328
3,0.01337407622486353,0.013374082744121552,0.013663011603057384,0.01366301067173481
4,0.01308567263185978,0.013085669837892056,0.012571847066283226,0.012571847066283226
5,0.012910405173897743,0.012910408899188042,0.012349223718047142,0.012349223718047142
6,0.012760540470480919,0.012760540470480919,0.0122272539883852,0.012227254919707775
7,0.012663573026657104,0.01266357209533453,0.012049566954374313,0.012049565091729164
8,0.012626763433218002,0.012626761570572853,0.012052347883582115,0.01205234695225954
